,Borehole ID,Depth (m),Moisture Content (%),Bulk Density (kg/m3),Dry Density (kg/m3),Shear Strength (kPa) (Direct),SPT Value (blows/ft),Shear Strength (kPa) (Triaxial),Triaxial Test,Soil Condition During Triaxial Test,Particle Density (%),Liquid Limit (%),Plastic Limit (%),Porosity (%),Bearing Capacity (kPa),Unconfined Compressive Strength (MPa),Rock Quality Designation (%),Angle of Internal Friction (°),Grain Size,Soil Types,Soil Description,Latitude,Longitude,Borehole Start Date
942,nE09A,23.0,12.69,,,,383.0,,,,,,,,,,,,,sand,,-3.4607616327,53.9704229908,01/08/2010
943,nE09A,24.5,13.54,,,,267.0,,,,,28.0,14.0,,,,,,0.002,sand,,-3.4607616327,53.9704229908,01/08/2010
944,nE09A,26.0,13.97,,,,121.0,,,,,,,,,,,,,sand,from 26.0 m to 26.9 m - Assessed zone of core loss.,-3.4607616327,53.9704229908,01/08/2010
945,nE09A,27.5,12.8,,,,283.0,,,,,,,,,,,,,sand,,-3.4607616327,53.9704229908,01/08/2010
946,nE09A,28.0,13.87,2293.58,2028.54,,233.0,280.0,CU,Undisturbed,2.72,31.0,16.0,0.12,,,,,0.002,sand,,-3.4607616327,53.9704229908,01/08/2010
947,nE09A,29.0,13.3,,,,,,,,,,,,,,,,,"clay, gravel, sand",Very stiff locally hard slightly gravelly sandy CLAY.  Sand is mainly fine and medium.  Gravel is subangular and subrounded fine to coarse of mixed lithologies.  (CARDIGAN BAY - LOWER TILL) [UNIT IV],-3.4607616327,53.9704229908,01/08/2010
948,nE09A,29.5,12.72,2303.77,2094.8,415.0,842.0,790.0,CU,Undisturbed,,28.0,13.0,0.0899999999999999,23364.77,,,,0.002,"clay, gravel, sand",,-3.4607616327,53.9704229908,01/08/2010
949,nE09A,30.0,16.23,,,,,,,,,,,,,,,,,"mud, sand",Stiff grey sandy calcareous SILT.  Sand is fine.  Completely weathered siltstone.   (MERCIA MUDSTONE - WEATHERED MERCIA MUDSTONE) [UNIT VIa],-3.4607616327,53.9704229908,01/08/2010
950,nE09A,31.0,19.74,,,,,,,,,,,,,,52.0,,,"clay, gravel, mud, sand",Strong slightly weathered massive very dark grey crystalline MICROGABBRO lined at <5 degrees,-3.4607616327,53.9704229908,01/08/2010
951,nE09A,32.0,0.4,,,,,,,,,,,,,61.3,89.3,,,"clay, gravel, mud, sand",,-3.4607616327,53.9704229908,01/08/2010
952,nE09A,33.0,0.65,,,,,,,,,,,,,,,,,sand,Strong massive fresh dark grey crystalline MICROGABBRO.  Fractures are very closely spaced inclined at <5 degrees to 10 degrees clean.   (WEST OF DUDDON SANDS GABBRO) [UNIT V],-3.4607616327,53.9704229908,01/08/2010
953,nE09A,33.5,0.9,,,,,,,,,,,,,69.2,70.0,,,sand,,-3.4607616327,53.9704229908,01/08/2010
954,nE09A,34.0,1.15,,,,,,,,,,,,,,,,,sand,from 34.28 m to 34.36 m - weak partially weathered fractured microgabbro.,-3.4607616327,53.9704229908,01/08/2010
955,nE09A,35.0,1.4,,,,,,,,,,,,,62.9,100.0,,,sand,below 35.0 m - fractures medium spaced.,-3.4607616327,53.9704229908,01/08/2010
956,nF04,0.0,32.9,,,,,,CD,Reconstituted,2.69,32.0,12.0,,,,,28.5,0.002,"clay, sand",Very soft greyish brown sandy CLAY E SANDS - SEDIMENT LAYER) [UNIT I],-3.4782287896,53.9972935129,10/07/2010
957,nF04,1.0,36.29,,,,,,,,,,,,,,,,,"clay, sand",between 1.00 m and 3.00 m - dark greyish brown with rare shell fragments (<3mm).,-3.4782287896,53.9972935129,10/07/2010
958,nF04,2.0,27.24,,,,,,,,,,,,,,,,,"clay, sand",from 2.00 m to 3.00 m - occasional shell fragments (<120mm).,-3.4782287896,53.9972935129,10/07/2010
959,nF04,3.0,27.29,2028.54,1600.41,,,,,,,,,0.2099999999999999,,,,,,sand,from 3.00 m to 4.00 m - sandy with frequent shell and shell fragments (<35mm).,-3.4782287896,53.9972935129,10/07/2010
960,nF04,4.0,27.99,,,,,,CD,Reconstituted,,,,,,,,32.0,0.002,sand,Dark greyish brown silty becoming slightly silty with depth SAND,-3.4782287896,53.9972935129,10/07/2010
961,nF04,5.0,18.83,,,,,,,,,,,,,,,,,sand,below 5.00 m - silty with occasional shell fragments (<5mm) locally with black speckling.,-3.4782287896,53.9972935129,10/07/2010
962,nF04,6.0,21.38,,,,,,,,,,,,,,,,,sand,from 6.10 m to 7.45 m - With rare pockets (<30mm) and lenses (<3mm x 30mm) of dark grey/black silty sand (possibly carbonaceous).,-3.4782287896,53.9972935129,10/07/2010
963,nF04,7.0,23.31,,,,,,,,,,,,,,,,,sand,,-3.4782287896,53.9972935129,10/07/2010
964,nF04,8.0,24.41,,,,,,,,,,,,,,,,,sand,Below 8.0 m - brown.,-3.4782287896,53.9972935129,10/07/2010
965,nF04,9.0,22.33,,,,,,,,,,,,,,,,,sand,,-3.4782287896,53.9972935129,10/07/2010
966,nF04,10.0,23.1,,,,,,,,,,,,,,,,0.002,sand,from 10.00 m to 12.45 m - rare pockets (<5mm) and lenses (<2mm x 40mm) of fine black sand.,-3.4782287896,53.9972935129,10/07/2010
967,nF04,11.0,23.31,,,,,,,,,,,,,,,,,sand,,-3.4782287896,53.9972935129,10/07/2010
968,nF04,12.0,23.73,,,,,,,,,,,,,,,,,sand,,-3.4782287896,53.9972935129,10/07/2010
969,nF04,13.0,22.75,,,,,,,,,,,,,,,,,sand,,-3.4782287896,53.9972935129,10/07/2010
970,nF04,14.0,22.69,,,,,,,,,,,,,,,,,sand,from 14.00 m to 18.00 m - shells/shell debris absent.,-3.4782287896,53.9972935129,10/07/2010
971,nF04,15.0,24.69,,,,,,,,,,,,,,,,,sand,,-3.4782287896,53.9972935129,10/07/2010
972,nF04,16.0,25.58,,,,,,,,,,,,,,,,,sand,at 16.10 m - rare pockets (<15mm) of light grey brown silt.,-3.4782287896,53.9972935129,10/07/2010
973,nF04,17.0,23.77,,,,,,,,,,,,,,,,,sand,,-3.4782287896,53.9972935129,10/07/2010
974,nF04,18.0,21.96,,,,,,,,,,,,,,,,,sand,from 18.00 m to 18.25 m - occasional shell fragments (<20mm).,-3.4782287896,53.9972935129,10/07/2010
975,nF04,19.0,38.92,,,,,,,,,,,,,,,,,sand,,-3.4782287896,53.9972935129,10/07/2010
976,nF04,20.0,17.35,,,,162.0,,CD,Reconstituted,2.66,,,,,,,38.5,0.002,"clay, gravel, sand",Brown slightly silty SAND.  Sand is fine and medium. (WESTERN IRISH SEA BASAL DEPOSITS/CHAOTIC FACIES) [UNIT IIc],-3.4782287896,53.9972935129,10/07/2010
977,nF04,21.0,23.42,,,,69.0,,,,,,,,,,,,,"clay, gravel, sand",Firm brown indistincly laminated slightly sandy slightly gravelly CLAY.  Sand is fine to coarse.  Gravel is subangular fine of gabbro. (CARDIGAN BAY - UPPER TILL - LAMINATED) [UNIT IIIa],-3.4782287896,53.9972935129,10/07/2010
978,nF04,22.0,14.61,2120.29,1855.25,,158.0,70.0,UU,Undisturbed,2.69,,,0.13,,,,,0.002,mud,Stiff medium strength becoming very stiff high strength with depth ounded fine to coarse of mixed lithologies including mudstone and gabbro. (CARDIGAN BAY - UPPER TILL - LAMINATED) [UNIT IIIa],-3.4782287896,53.9972935129,10/07/2010
979,nF04,23.0,12.88,2227.32,1977.57,153.0,212.0,110.0,CU,Undisturbed,,28.0,15.0,0.1099999999999999,17338.26,,,,,mud,below 23.00 m - Stiff to very stiff.,-3.4782287896,53.9972935129,10/07/2010
980,nF04,24.0,13.84,2140.67,1875.64,,,122.0,UU,Remoulded,,28.5,15.5,0.12,,,,,0.002,mud,,-3.4782287896,53.9972935129,10/07/2010
981,nF04,25.0,22.79,,,,,,,,,,,,,,,,,"clay, mud",Extremely weak moderately weathered reddish brown calcareous MUDSTONE clay with frequent lithorelicts (<40mm) of extremely weak mudstone.  Fractures are extremely closely spaced randomly orientated planar smooth and tight. (MERCIA MUDSTONE - WEATHERED MERCIA M,-3.4782287896,53.9972935129,10/07/2010
982,nF04,26.0,13.46,,,,,,,,,,,,,,0.0,,,"clay, mud",below 26.00 m - locally very weak and weak.  Fractures are extremely closely spaced inclined <5 to 40 degrees,-3.4782287896,53.9972935129,10/07/2010
983,nF04,27.0,14.0,,,,,,,,,,,,,28.4,13.0,,,"clay, mud",Very weak locally extremely weak mooth to rough,-3.4782287896,53.9972935129,10/07/2010
984,nF04,28.5,14.56,,,,,,,,,,,,,,47.0,,,"clay, mud",,-3.4782287896,53.9972935129,10/07/2010
985,nF04,29.0,14.66,,,,,,,,,,,,,,,,,"clay, mud",Extremely weak moderately weathered reddish brown calcareous MUDSTONE with extremely closely to very closely spaced greenish grey veins (<10mm).  Locally weathered to a very stiff clay with frequent lithorelicts of extremely weak mudstone.  Fractures are indistinct generally extremely closed spaced,-3.4782287896,53.9972935129,10/07/2010
986,nF04,30.0,14.74,,,,,,,,,,,,,0.7,93.0,,,"clay, mud",from 30.50 m to 30.70 m - fractures are extremely closely spaced,-3.4782287896,53.9972935129,10/07/2010
987,nF04,31.0,13.87,,,,,,,,,,,,,,,,,"clay, mud",below 31.50 m - locally weak occasional lenses (<40mm) of grey extremely weak friable mudstone.  With pockets (<5mm) of quartz and light grey clay.,-3.4782287896,53.9972935129,10/07/2010
988,nF04,31.5,13.0,,,,,,,,,,,,,0.5,40.0,,,"clay, mud",,-3.4782287896,53.9972935129,10/07/2010
989,nF04,32.0,11.3,,,,,,,,,,,,,,,,,"clay, mud",from 32.30 m to 32.42 m - weak dark grey siltstone.,-3.4782287896,53.9972935129,10/07/2010
990,nF04,32.9,9.6,,,,,,,,,,,,,,23.0,,,"clay, mud",,-3.4782287896,53.9972935129,10/07/2010
991,nF04,33.0,10.88,,,,,,,,,,,,,,,,,mud,Weak locally very weak partially weathered reddish brown calcareous MUDSTONE.  Fractures are very closely spaced <5 and 70 degrees ERED MERCIA MUDSTONE) [UNIT VIa],-3.4782287896,53.9972935129,10/07/2010
992,nF04,34.0,12.16,,,,,,,,,,,,,,,,,mud,from 34.70 m to 34.80 m - locally extremely weak.,-3.4782287896,53.9972935129,10/07/2010
993,nF04,34.4,13.44,,,,,,,,,,,,,,87.0,,,mud,,-3.4782287896,53.9972935129,10/07/2010
994,nF04,35.0,10.96,,,,,,,,,,,,,,,,,mud,Weak locally very weak partially weathered reddish brown calcareous MUDSTONE.  Fractures are very closely spaced inclined <5 to >85 degrees ERED MERCIA MUDSTONE) [UNIT VIa],-3.4782287896,53.9972935129,10/07/2010
995,nF04,35.9,8.49,,,,,,,,,,,,,3.1,53.0,,,mud,,-3.4782287896,53.9972935129,10/07/2010
996,nF04,36.0,9.05,,,,,,,,,,,,,,,,,clay,at 38.95 m - subhorizontal fracture planar and tight with clay infill (<1mm).,-3.4782287896,53.9972935129,10/07/2010
997,nF04,37.0,9.62,,,,,,,,,,,,,,,,,"clay, mud",at 37.60 m - occasional pockets (<10mm) of light greenish grey silt.,-3.4782287896,53.9972935129,10/07/2010
998,nF04,37.4,10.18,,,,,,,,,,,,,0.8,50.0,,,"clay, mud",,-3.4782287896,53.9972935129,10/07/2010
999,nF04,38.0,10.33,,,,,,,,,,,,,,,,,clay,at 38.05 m - Subhorizontal fracture planar tight slightly rough infilled with reddish brown clay (<3mm).,-3.4782287896,53.9972935129,10/07/2010
1000,nF04,38.9,10.49,,,,,,,,,,,,,3.6,50.0,,,clay,,-3.4782287896,53.9972935129,10/07/2010
1001,nF04,39.0,10.49,,,,,,,,,,,,,,,,,clay,at 39.70 m - fracture inclined 70 degrees,-3.4782287896,53.9972935129,10/07/2010
1002,nF04,40.0,10.49,,,,,,,,,,,,,,,,,clay,at 40.15 m - fracture inclined at <5 degrees,-3.4782287896,53.9972935129,10/07/2010
1003,nG01,0.0,30.15,,,,,,,,,,,,,,,,,"clay, sand",Dark greyish brown sandy CLAY,-3.4856943076,54.0154402063,05/08/2010
1004,nG01,1.0,30.56,,,,,,,,,,,,,,,,0.002,"clay, sand",,-3.4856943076,54.0154402063,05/08/2010
1005,nG01,2.0,29.66,,,,,,,,,,,,,,,,,"clay, sand",from 2.00 m to 3.00 m - Occasional gastropod shells.,-3.4856943076,54.0154402063,05/08/2010
1006,nG01,3.0,34.41,,,,,,,,,,,,,,,,,sand,Dark greyish brown silty fine and medium SAND,-3.4856943076,54.0154402063,05/08/2010
1007,nG01,4.0,23.34,,,,,,,,,,,,,,,,,sand,Dark grey silty fine and medium SAND.   (WESTERN IRISH SEA PROGRADED SANDS - UPPER MEMBER) [UNIT IIa],-3.4856943076,54.0154402063,05/08/2010
1008,nG01,5.0,21.24,,,,,,CD,Reconstituted,,,,,,,,29.5,0.002,sand,from 5.00 m to 5.10 m - frequent gastropod shells.,-3.4856943076,54.0154402063,05/08/2010
1009,nG01,6.0,19.51,,,,,,,,,,,,,,,,,sand,from 6.00 m to 6.35 m - frequent gastropod shells and shell fragments.,-3.4856943076,54.0154402063,05/08/2010
1010,nG01,7.0,20.63,,,,,,,,,,,,,,,,,sand,from 7.00 m to 7.20 m - abundant gastropod shells and shell fragments,-3.4856943076,54.0154402063,05/08/2010
1011,nG01,7.5,25.1,,,,,,,,,,,,,,,,,sand,,-3.4856943076,54.0154402063,05/08/2010
1012,nG01,11.0,23.42,,,,,,CD,Reconstituted,,,,,,,,40.0,0.002,sand,,-3.4856943076,54.0154402063,05/08/2010
1013,nG01,12.0,28.91,,,,,,,,,,,,,,,,,sand,,-3.4856943076,54.0154402063,05/08/2010
1014,nG01,12.5,29.37,,,,,,,,,,,,,,,,,sand,,-3.4856943076,54.0154402063,05/08/2010
1015,nG01,16.0,31.88,,,,,,,,,,,,,,,,,"gravel, sand",at 16.20 m - rare subangular coarse gravel of siltstone.,-3.4856943076,54.0154402063,05/08/2010
1016,nG01,18.0,26.42,,,,,,CD,Reconstituted,,,,,,,,33.0,0.002,"gravel, sand",,-3.4856943076,54.0154402063,05/08/2010
1017,nG01,20.0,28.21,,,,,,,,,,,,,,,,,"gravel, sand",Dark grey,-3.4856943076,54.0154402063,05/08/2010
1018,nG01,21.0,22.87,,,,,,,,,,,,,,,,,"gravel, sand",at 21.00 m - organic odour.,-3.4856943076,54.0154402063,05/08/2010
1019,nG01,22.0,24.21,,,,,,,,,,,,,,,,,"gravel, sand",,-3.4856943076,54.0154402063,05/08/2010
1020,nG01,23.0,25.39,,,,,,,,,,,,,,,,,"mud, sand",Soft dark grey sandy SILT.  Sand is fine.   (WESTERN IRISH SEA MUD FACIES) [UNIT IIb],-3.4856943076,54.0154402063,05/08/2010
1021,nG01,23.5,25.56,,,,,,,,,,,,,,,,0.002,"mud, sand",,-3.4856943076,54.0154402063,05/08/2010
1022,nG01,27.0,23.93,,,,,,,,,,,,,,,,0.002,"gravel, sand",Dark grey slightly gravelly very silty SAND.  Sand is mainly fine,-3.4856943076,54.0154402063,05/08/2010
1023,nG01,28.0,23.69,,,,,,,,,,,,,,,,,clay,below 28.30 m - slightly clayey.,-3.4856943076,54.0154402063,05/08/2010
1024,nG01,31.0,20.33,,,,,,,,,26.0,16.0,,,,,,0.002,sand,Soft very low strength dark grey sandy SILT,-3.4856943076,54.0154402063,05/08/2010
1025,nG01,32.0,33.97,1987.77,1467.89,,,,,,,,,0.26,,,,,,"clay, sand",from 32.00 m to 32.30 m - occasional pockets (<20mm) of soft dark grey slight sandy clay.,-3.4856943076,54.0154402063,05/08/2010
1026,nG01,33.0,26.45,1941.9,1508.66,,42.0,51.0,UU,Remoulded,,40.0,22.0,0.2199999999999999,,,,,0.002,"clay, sand",Soft to firm low occasionally medium strength laminated dark brown slightly sandy CLAY.  Sand is mainly fine.  Locally with very closely to closely spaced thin laminae of light grey fine san d.   (CARDIGAN BAY - UPPER TILL - LAMINATED) [UNIT IIIa],-3.4856943076,54.0154402063,05/08/2010
1027,nG01,34.0,28.52,1916.41,1471.29,76.0,49.0,46.0,CU,Undisturbed,,36.0,19.0,0.2299999999999999,21849.53,,,,0.002,"clay, sand",,-3.4856943076,54.0154402063,05/08/2010
1028,nG01,35.0,30.94,1875.64,1447.5,,28.0,26.0,UU,Undisturbed,,,,0.2299999999999999,,,,,,"clay, sand",,-3.4856943076,54.0154402063,05/08/2010
1029,nG01,36.0,28.46,1845.06,1396.53,,41.0,30.0,UU,Undisturbed,,43.0,25.0,0.24,,,,,0.002,"clay, sand",,-3.4856943076,54.0154402063,05/08/2010
1030,nG01,37.0,35.26,,,,,,,,,,,,,,,,,"clay, sand",,-3.4856943076,54.0154402063,05/08/2010
1031,nG01,39.0,25.3,,,,,,,,,,,,,,,,,"clay, gravel, sand",Firm to stiff brown slightly gravelly sandy CLAY.  Sand is fine to coarse,-3.4856943076,54.0154402063,05/08/2010
1032,nG01,39.5,15.35,2278.29,2025.99,147.0,42.0,110.0,UU,Undisturbed,,24.0,12.0,0.1099999999999999,30249.34,,,,0.002,"clay, gravel, sand",,-3.4856943076,54.0154402063,05/08/2010
1033,nG11,0.0,46.88,,,,,,,,,,,,,,,,,"clay, sand",Very soft dark brownish grey sandy CLAY,-3.4273501569,53.9654625519,30/07/2010
1034,nG11,1.0,28.11,,,,,,CD,Reconstituted,2.69,28.0,7.0,,,,,33.5,,"clay, sand",,-3.4273501569,53.9654625519,30/07/2010
1035,nG11,2.0,27.32,2065.92,1529.05,,,,,,,,,0.26,,,,,,sand,at 2.00 m - locally sandy.  Sand is fine and medium.,-3.4273501569,53.9654625519,30/07/2010
1036,nG11,3.0,20.92,1987.77,1647.98,,,,,,,,,0.17,,,,,,sand,Very dark greyish brown silty becoming slightly silty with depth,-3.4273501569,53.9654625519,30/07/2010
1037,nG11,4.0,19.78,,,,,,,,,,,,,,,,,clay,from 4.00 m to 4.30 m - slightly clayey,-3.4273501569,53.9654625519,30/07/2010
1038,nG11,5.0,25.5,,,,,,,,,,,,,,,,,clay,,-3.4273501569,53.9654625519,30/07/2010
1039,nG11,6.0,19.05,,,,,,CD,Reconstituted,,,,,,,,41.0,,clay,,-3.4273501569,53.9654625519,30/07/2010
1040,nG11,7.0,25.31,,,,,,,,,,,,,,,,,sand,from 7.00 m to 13.00 m - sand is predominantly fine.,-3.4273501569,53.9654625519,30/07/2010
1041,nG11,8.0,26.99,,,,,,,,,,,,,,,,,sand,,-3.4273501569,53.9654625519,30/07/2010
1042,nG11,9.0,24.5,,,,,,,,,,,,,,,,,sand,from 9.00 m to 10.00 m - rare shell fragments (<5mm),-3.4273501569,53.9654625519,30/07/2010
1043,nG11,10.0,23.9,,,,,,,,,,,,,,,,,sand,,-3.4273501569,53.9654625519,30/07/2010
1044,nG11,11.0,22.55,,,,,,,,,,,,,,,,,"clay, sand",from 11.08 m to 11.15 m - extremely closely spaced thin laminae of slightly clayey fine and medium sand.,-3.4273501569,53.9654625519,30/07/2010
1045,nG11,12.0,22.68,,,,,,,,,,,,,,,,,sand,from 12.05 m to 12.08 m - extremely closely spaced thin laminae of black fine and medium sand.,-3.4273501569,53.9654625519,30/07/2010
1046,nG11,13.0,24.78,,,,,,,,,,,,,,,,,sand,Very dark grey silty SAND,-3.4273501569,53.9654625519,30/07/2010
1047,nG11,14.0,49.44,,,,,,CD,Reconstituted,,,,,,,,35.5,,sand,from 14.15 m to 15.10 m - abundant bivalve shells and shell fragments (<20mm),-3.4273501569,53.9654625519,30/07/2010
1048,nG11,15.0,17.66,,,,,,,,,,,,,,,,,sand,,-3.4273501569,53.9654625519,30/07/2010
1049,nG11,16.0,21.97,,,,,,,,,,,,,,,,,gravel,from 16.00 m to 16.25 m - rare angular fine to coarse gravel of microgabbro.,-3.4273501569,53.9654625519,30/07/2010
1050,nG11,17.0,19.23,,,,,,,,,,,,,,,,,"gravel, sand",Very dark greyish brown slightly gravelly very silty SAND.  Sand is mainly fine,-3.4273501569,53.9654625519,30/07/2010
1051,nG11,18.0,17.51,,,,,,,,,,,,,,,,,"gravel, sand",,-3.4273501569,53.9654625519,30/07/2010
1052,nG11,19.0,18.1,,,,,,,,,,,,,,,,,"gravel, sand",,-3.4273501569,53.9654625519,30/07/2010
1053,nG11,20.0,22.24,,,,,,,,,,,,,,,,,clay,from 20.00 m to 20.45 m - occasional laminae (<50mm) of clay,-3.4273501569,53.9654625519,30/07/2010
1054,nG11,21.0,25.74,,,,,,CD,Reconstituted,2.73,,,,,,,30.5,,clay,from 21.00 m to 22.00 m - frequent laminae (<50mm) of clay.,-3.4273501569,53.9654625519,30/07/2010
1055,nG11,22.0,29.54,,,,12.0,,,,,,,,,,,,,sand,Firm silt/fine sand. (CARDIGAN BAY - UPPER TILL - LAMINATED) [UNIT IIIa],-3.4273501569,53.9654625519,30/07/2010
1056,nG11,23.0,24.06,2023.45,1605.5,69.0,54.0,128.0,CU,Undisturbed,,32.0,17.0,0.2099999999999999,15631.34,,,,,sand,,-3.4273501569,53.9654625519,30/07/2010
1057,nG11,24.0,29.16,1814.48,1416.92,,24.0,14.0,UU,Remoulded,,,,0.2199999999999999,,,,,,sand,,-3.4273501569,53.9654625519,30/07/2010
1058,nG11,25.0,30.22,1906.22,1498.47,,38.0,36.0,CU,Undisturbed,,38.0,19.0,0.2099999999999999,,,,,,sand,from 25.00 m to 27.10 m - firm,-3.4273501569,53.9654625519,30/07/2010
1059,nG11,26.0,33.23,,,,12.0,,,,,,,,,,,,,sand,,-3.4273501569,53.9654625519,30/07/2010
1060,nG11,27.0,26.28,,,,12.0,,,,,,,,,,,,,sand,Firm dark greyish brown slightly sandy locally sandy PPER TILL) [UNIT III],-3.4273501569,53.9654625519,30/07/2010
1061,nG11,28.0,16.5,2191.64,1880.73,87.0,42.0,104.0,CU,Undisturbed,2.7,28.0,13.0,0.14,20604.37,,,,,gravel,from 28.00 m to 33.50 m - gravel is subangular to subrounded fine and medium.,-3.4273501569,53.9654625519,30/07/2010
1062,nG11,29.0,14.74,2242.61,1946.99,,44.0,76.0,CU,Undisturbed,,,,0.13,,,,,,gravel,,-3.4273501569,53.9654625519,30/07/2010
1063,nG11,30.0,13.82,,,,,,,,,,,,,,,,,gravel,from 30.00 m to 31.00 m - No recovery.,-3.4273501569,53.9654625519,30/07/2010
1064,nG11,31.0,12.9,,,,104.0,,,,,27.0,15.0,,,,,,,sand,at 31.45 m - occasional pockets (<40mm) of light grey brown fine and medium sand.,-3.4273501569,53.9654625519,30/07/2010
1065,nG11,32.0,14.59,,,,,,,,,,,,,,,,,sand,,-3.4273501569,53.9654625519,30/07/2010
1066,nG11,33.0,13.5,,,,,,,,,,,,,,,,,"clay, gravel, sand",Very stiff high and very high strength very dark greyish brown slightly sandy sandy gravelly CLAY.  Sand is fine to coarse ogies including marl,-3.4273501569,53.9654625519,30/07/2010
1067,nG11,33.5,12.4,,,,310.0,,,,,,,,,,,,,"clay, gravel, sand",,-3.4273501569,53.9654625519,30/07/2010
1068,nG11,34.0,19.14,,,,,,,,,,,,,,,,,"clay, gravel, sand",from 34.50 m to 34.80 m - stiff and blue grey.,-3.4273501569,53.9654625519,30/07/2010
1069,nG11,34.5,25.88,,,,121.0,,,,,,,,,,,,,"clay, gravel, sand",,-3.4273501569,53.9654625519,30/07/2010
1070,nG11,35.0,24.26,,,,,,,,,,,,,,,,,"clay, sand",from 35.50 m to 40.00 m - occasional pockets (<55mm) of stiff blue grey slightly sandy clay,-3.4273501569,53.9654625519,30/07/2010
1071,nG11,35.5,22.64,,,,308.0,,,,,,,,,,,,,"clay, sand",,-3.4273501569,53.9654625519,30/07/2010
1072,nG11,36.0,23.1,,,,,,,,,,,,,,,,,"clay, sand",from 36.50 m to 40.00 m - frequent lenses (15-45mm) and randomly oriented veins of gypsum.,-3.4273501569,53.9654625519,30/07/2010
1073,nG11,36.5,23.56,,,,317.0,,,,,,,,,,,,,"clay, sand",,-3.4273501569,53.9654625519,30/07/2010
1074,nG11,37.0,23.01,,,,,,,,,,,,,,,,,"clay, sand",from 37.50 m to 40.00 m - becoming red brown with occasional blue grey mottles.,-3.4273501569,53.9654625519,30/07/2010
1075,nG11,37.5,22.46,2283.38,1875.64,,266.0,246.0,UU,Undisturbed,,53.0,31.0,0.18,,,,,,"clay, sand",,-3.4273501569,53.9654625519,30/07/2010
1076,nG11,38.5,22.77,2130.48,1732.93,219.0,190.0,128.0,CU,Undisturbed,,55.5,34.5,0.1899999999999999,27716.38,,,,,"clay, sand",,-3.4273501569,53.9654625519,30/07/2010
1077,nG11,39.0,22.77,,,,,,,,,,,,,,,,,gravel,at 39.75 m - rare gravel.,-3.4273501569,53.9654625519,30/07/2010
1078,nH06,0.0,27.43,,,,,,,,,29.0,8.0,,,,,,0.002,"clay, sand",Very soft dark greyish brown sandy CLAY,-3.4452584287,53.9925031847,08/08/2010
1079,nH06,1.0,26.45,,,,,,,,,,,,,,,,,"clay, sand",,-3.4452584287,53.9925031847,08/08/2010
1080,nH06,2.0,25.47,,,,,,,,,,,,,,,,,sand,at 2.00 m - becoming sandy to very sandy.,-3.4452584287,53.9925031847,08/08/2010
1081,nH06,3.0,44.54,,,,,,,,,,,,,,,,0.002,sand,,-3.4452584287,53.9925031847,08/08/2010
1082,nH06,4.0,23.17,,,,,,,,,,,,,,,,,sand,Dark grey silty SAND,-3.4452584287,53.9925031847,08/08/2010
1083,nH06,5.0,23.98,,,,,,,,,,,,,,,,,sand,,-3.4452584287,53.9925031847,08/08/2010
1084,nH06,6.0,20.64,,,,,,,,,,,,,,,,,sand,at 6.00 m - occasional thin laminae (<1mm) and lenses (15mm x 4mm) of dark grey black sand.  Sand is fine.,-3.4452584287,53.9925031847,08/08/2010
1085,nH06,7.0,23.43,,,,,,,,,,,,,,,,,sand,,-3.4452584287,53.9925031847,08/08/2010
1086,nH06,10.0,22.66,,,,,,,,,,,,,,,,,sand,Brown slightly silty SAND.  Sand is fine and medium.,-3.4452584287,53.9925031847,08/08/2010
1087,nH06,11.0,21.89,,,,,,CD,Reconstituted,,,,,,,,39.5,0.002,sand,,-3.4452584287,53.9925031847,08/08/2010
1088,nH06,12.0,23.81,,,,,,,,,,,,,,,,,sand,,-3.4452584287,53.9925031847,08/08/2010
1089,nH06,13.0,23.29,,,,,,,,,,,,,,,,,sand,,-3.4452584287,53.9925031847,08/08/2010
1090,nH06,16.0,20.91,,,,,,,,,,,,,,,,,sand,,-3.4452584287,53.9925031847,08/08/2010
1091,nH06,17.0,25.99,,,,,,,,,,,,,,,,,"gravel, sand",Dark greyish brown slightly gravelly SAND BASAL DEPOSITS/CHAOTIC FACIES?) [UNIT IId],-3.4452584287,53.9925031847,08/08/2010
1092,nH06,18.0,23.85,,,,,,,,,,,,,,,,,"gravel, sand",,-3.4452584287,53.9925031847,08/08/2010
1093,nH06,19.0,26.17,,,,,,CD,Reconstituted,,,,,,,,35.5,0.002,"gravel, sand",,-3.4452584287,53.9925031847,08/08/2010
1094,nH06,20.0,15.61,,,,,,,,,,,,,,,,,"clay, sand",Firm becoming stiff with depth thinly laminated greyish brown CLAY with extremely closely spaced laminae of silt/fine sand. (CARDIGAN BAY - UPPER TILL - LAMINATED) [UNIT IIIa],-3.4452584287,53.9925031847,08/08/2010
1095,nH06,21.0,17.72,,,,117.0,,,,2.71,32.0,17.0,,,,,,0.002,"clay, sand",Stiff high strength becoming firm with depth thinly laminated sandy to very sandy CLAY with sand partings and frequent pockets of brown fine sand (<100mm).(CARDIGAN BAY - UPPER TILL - LAMINA TED) [UNIT IIIa],-3.4452584287,53.9925031847,08/08/2010
1096,nH06,22.0,19.41,,,,54.0,,,,,,,,,,,,,"clay, sand",at 22.00 m - becoming firm.,-3.4452584287,53.9925031847,08/08/2010
