,Borehole ID,Depth (m),Moisture Content (%),Bulk Density (kg/m3),Dry Density (kg/m3),Shear Strength (kPa) (Direct),SPT Value (blows/ft),Shear Strength (kPa) (Triaxial),Triaxial Test,Soil Condition During Triaxial Test,Particle Density (%),Liquid Limit (%),Plastic Limit (%),Porosity (%),Bearing Capacity (kPa),Unconfined Compressive Strength (MPa),Rock Quality Designation (%),Angle of Internal Friction (°),Grain Size,Soil Types,Soil Description,Latitude,Longitude,Borehole Start Date
619,M04,33.0,13.75,,,,,,,,,,,,,,,,,mud,from 33.60 m to 33.98 m - zone of extremely closely spaced mainly inclined <5 degrees gypsum veining (<5mm thick).,-3.432884896,53.9893004774,14/06/2010
620,M04,33.25,14.12,,,,,,,,,,,,,,88.0,,,mud,,-3.432884896,53.9893004774,14/06/2010
621,M04,34.0,14.5,,,,,,,,,,,,,,,,,"gravel, mud",from 34.75 m to 34.90 m - Non Intact.  Recovered as gravel sized fragments of mudstone and gypsum (up to 80mm).,-3.432884896,53.9893004774,14/06/2010
622,M04,34.75,14.88,,,,,,,,,,,,,,92.0,,,"gravel, mud",,-3.432884896,53.9893004774,14/06/2010
623,M04,35.0,15.25,,,,,,,,,,,,,,,,,"gravel, mud",from 35.00 m to 36.25 m - abundant gypsum veins,-3.432884896,53.9893004774,14/06/2010
624,M04,36.0,15.62,,,,,,,,,,,,,,,,,"gravel, mud",from 36.25 m to 37.75 m - closely spaced gypsum veins,-3.432884896,53.9893004774,14/06/2010
625,M04,36.25,16.0,,,,,,,,,,,,,1.4,91.3,,,"gravel, mud",,-3.432884896,53.9893004774,14/06/2010
626,M04,37.75,15.17,,,,,,,,,,,,,,100.0,,,"gravel, mud",,-3.432884896,53.9893004774,14/06/2010
627,M04,39.25,14.33,,,,,,,,,,,,,,94.7,,,"gravel, mud",,-3.432884896,53.9893004774,14/06/2010
628,M04,40.0,13.5,,,,,,,,,,,,,,,,,"gravel, mud",from 40.98 m to 41.66 m - grey and blue and occasional grey and blue mottling.,-3.432884896,53.9893004774,14/06/2010
629,M04,40.75,12.67,,,,,,,,,,,,,,98.0,,,"gravel, mud",,-3.432884896,53.9893004774,14/06/2010
630,M04,42.0,11.83,,,,,,,,,,,,,,,,,mud,Very weak and weak reddish brown calcareous slightly weathered MUDSTONE to widely spaced,-3.432884896,53.9893004774,14/06/2010
631,M04,42.25,11.0,,,,,,,,,,,,,4.2,100.0,,,mud,,-3.432884896,53.9893004774,14/06/2010
632,M04,43.75,10.88,,,,,,,,,,,,,,91.3,,,mud,,-3.432884896,53.9893004774,14/06/2010
633,M04,45.0,10.75,,,,,,,,,,,,,,,,,"gravel, mud",from 45.00 m to 45.08 m - Non Intact.  Recovered as gravel sized fragments of weathered mudstone and gypsum (<60mm).,-3.432884896,53.9893004774,14/06/2010
634,M04,45.25,10.62,,,,,,,,,,,,,,100.0,,,"gravel, mud",,-3.432884896,53.9893004774,14/06/2010
635,M04,46.0,10.5,,,,,,,,,,,,,,,,,mud,from 46.15 m to 46.25 m - extremely weak red mudstone.,-3.432884896,53.9893004774,14/06/2010
636,M04,46.75,10.38,,,,,,,,,,,,,,100.0,,,mud,,-3.432884896,53.9893004774,14/06/2010
637,M04,47.0,10.25,,,,,,,,,,,,,,,,,mud,from 47.18 m to 47.35 m - Non intact zone,-3.432884896,53.9893004774,14/06/2010
638,M04,48.25,10.12,,,,,,,,,,,,,,83.3,,,mud,,-3.432884896,53.9893004774,14/06/2010
639,M04,49.0,10.0,,,,,,,,,,,,,,,,,mud,from 49.99 m to 50.32 m - fracture inclined at 75 to >85 degrees,-3.432884896,53.9893004774,14/06/2010
640,M04,49.75,9.88,,,,,,,,,,,,,,100.0,,,mud,,-3.432884896,53.9893004774,14/06/2010
641,M04,50.0,9.75,,,,,,,,,,,,,,,,,mud,from 50.94 m to 51.19 m - Non intact zone,-3.432884896,53.9893004774,14/06/2010
642,M04,51.0,9.62,,,,,,,,,,,,,,,,,mud,Very weak partially weathered reddish brown calcareous MUDSTONE ting,-3.432884896,53.9893004774,14/06/2010
643,M04,51.35,9.5,,,,,,,,,,,,,2.4,76.9,,,mud,,-3.432884896,53.9893004774,14/06/2010
644,M04,52.0,12.25,,,,,,,,,,,,,,,,,"gravel, mud",from 52.15 m to 52.57 m - abundant gypsum veins throughout,-3.432884896,53.9893004774,14/06/2010
645,M04,52.65,15.0,,,,,,,,,,,,,1.9,100.0,,,"gravel, mud",,-3.432884896,53.9893004774,14/06/2010
646,M04,53.0,15.0,,,,,,,,,,,,,,,,,clay,from 53.65 m to 53.93 m - abundant gypsum veins inclined <15 degrees.,-3.432884896,53.9893004774,14/06/2010
647,M04,54.0,15.0,,,,,,,,,,,,,,,,,clay,from 54.69 m to 54.95 m - abundant gypsum veins inclined <30 degrees (<8mm).,-3.432884896,53.9893004774,14/06/2010
648,M04,54.15,15.0,,,,,,,,,,,,,,100.0,,,clay,,-3.432884896,53.9893004774,14/06/2010
649,M04,55.0,15.0,,,,,,,,,,,,,,,,,mud,from 55.30 m to 55.42 m - extremely weak fissile reddish brown mudstone.,-3.432884896,53.9893004774,14/06/2010
650,M04,55.65,15.0,,,,,,,,,,,,,,96.4,,,mud,,-3.432884896,53.9893004774,14/06/2010
651,M04,56.0,15.0,,,,,,,,,,,,,,,,,mud,Very weak partially weathered greenish grey MUDSTONE ture inclined <5 degrees,-3.432884896,53.9893004774,14/06/2010
652,M04,57.0,15.0,,,,,,,,,,,,,,,,,mud,from 57.05 m to 57.52 m - abundant inclined <20 degrees gypsum veins.,-3.432884896,53.9893004774,14/06/2010
653,M04,57.05,15.0,,,,,,,,,,,,,,100.0,,,mud,,-3.432884896,53.9893004774,14/06/2010
654,M04,58.55,15.0,,,,,,,,,,,,,1.1,94.7,,,mud,,-3.432884896,53.9893004774,14/06/2010
655,M04,59.0,14.59,,,,,,,,,,,,,,,,,mud,Very weak and weak partially weathered massive reddish brown calcareous MUDSTONE closely to widely spaced,-3.432884896,53.9893004774,14/06/2010
656,M04,60.0,14.19,,,,,,,,,,,,,,,,,"gravel, mud",from 60.88 m to 60.96 m - Non Intact.  Recovered as gravel sized fragments of mudstone and gypsum.,-3.432884896,53.9893004774,14/06/2010
657,M04,60.05,13.78,,,,,,,,,,,,,,78.0,,,"gravel, mud",,-3.432884896,53.9893004774,14/06/2010
658,M04,61.0,13.37,,,,,,,,,,,,,,,,,mud,from 61.09 m to 61.38 m - grey mudstone.,-3.432884896,53.9893004774,14/06/2010
659,M04,61.05,12.97,,,,,,,,,,,,,,94.3,,,mud,,-3.432884896,53.9893004774,14/06/2010
660,M04,61.75,12.56,,,,,,,,,,,,,,98.0,,,mud,,-3.432884896,53.9893004774,14/06/2010
661,M04,62.0,12.15,,,,,,,,,,,,,,,,,mud,at 62.00 m - closely spaced gypsum veins,-3.432884896,53.9893004774,14/06/2010
662,M04,63.0,11.75,,,,,,,,,,,,,,,,,mud,from 63.67 m to 63.78 m - mottled grey.,-3.432884896,53.9893004774,14/06/2010
663,M04,63.25,11.34,,,,,,,,,,,,,,96.7,,,mud,,-3.432884896,53.9893004774,14/06/2010
664,M04,64.75,10.93,,,,,,,,,,,,,,51.8,,,mud,,-3.432884896,53.9893004774,14/06/2010
665,M04,65.0,10.53,,,,,,,,,,,,,,,,,clay,from 65.86 m to 66.00 m - reddish brown clay.,-3.432884896,53.9893004774,14/06/2010
666,M04,65.85,10.12,,,,,,,,,,,,,,83.3,,,clay,,-3.432884896,53.9893004774,14/06/2010
667,M04,66.0,9.71,,,,,,,,,,,,,,,,,clay,from 66.85 m to 66.01 m - Assessed zone of core loss.,-3.432884896,53.9893004774,14/06/2010
668,M04,67.0,9.31,,,,,,,,,,,,,,,,,mud,Weak slightly weathered grey mottled red calcareous MUDSTONE nar,-3.432884896,53.9893004774,14/06/2010
669,M04,67.35,8.9,,,,,,,,,,,,,2.0,100.0,,,mud,,-3.432884896,53.9893004774,14/06/2010
670,nB12,0.0,32.78,,,,,,,,,,,,,,,,,sand,Soft dark greyish brown sandy CLAU,-3.4741840888,53.94593903,25/07/2010
671,nB12,1.0,24.71,,,,,,CD,Reconstituted,2.7,27.0,9.0,,,,,32.5,0.002,sand,,-3.4741840888,53.94593903,25/07/2010
672,nB12,2.0,18.46,,,,,,,,,,,,,,,,,"clay, sand",Very soft dark greyish brown sandy CLAY,-3.4741840888,53.94593903,25/07/2010
673,nB12,3.0,21.74,,,,,,,,,,,,,,,,,sand,Dark greyish brown silty SAND,-3.4741840888,53.94593903,25/07/2010
674,nB12,4.0,23.96,,,,,,CD,Reconstituted,,,,,,,,31.0,0.002,sand,Very dark greyish brown slightly silty SAND,-3.4741840888,53.94593903,25/07/2010
675,nB12,5.0,18.83,,,,,,,,,,,,,,,,,sand,from 5.00 m to 5.15 m - occasional pockets of silty sand.  Ferquent gastro shells.,-3.4741840888,53.94593903,25/07/2010
676,nB12,6.0,27.59,,,,,,,,,,,,,,,,,sand,Very dark grey slightly organic silty SAND,-3.4741840888,53.94593903,25/07/2010
677,nB12,7.0,23.42,,,,,,,,,,,,,,,,,sand,,-3.4741840888,53.94593903,25/07/2010
678,nB12,8.0,21.43,,,,,,CD,Reconstituted,2.68,,,,,,,36.5,0.002,sand,from 8.00 m to 8.06 m - frequent shell fragments.,-3.4741840888,53.94593903,25/07/2010
679,nB12,9.0,22.42,,,,,,,,,,,,,,,,,sand,,-3.4741840888,53.94593903,25/07/2010
680,nB12,10.0,20.3,,,,,,,,,,,,,,,,,sand,,-3.4741840888,53.94593903,25/07/2010
681,nB12,11.0,25.01,,,,,,,,,,,,,,,,,sand,,-3.4741840888,53.94593903,25/07/2010
682,nB12,12.0,20.39,,,,,,,,,,,,,,,,,clay,from 12.00 m to 12.15 m - some clay laminae (up to 10mm thick).,-3.4741840888,53.94593903,25/07/2010
683,nB12,13.0,23.07,,,,,,,,,,,,,,,,,clay,,-3.4741840888,53.94593903,25/07/2010
684,nB12,14.0,25.4,,,,,,,,,,,,,,,,,clay,,-3.4741840888,53.94593903,25/07/2010
685,nB12,15.0,24.43,,,,,,,,,,,,,,,,,clay,from 15.00 m to 15.25 m - rare bivalve shells.,-3.4741840888,53.94593903,25/07/2010
686,nB12,16.0,24.77,,,,,,CD,Reconstituted,,,,,,,,38.0,0.002,clay,,-3.4741840888,53.94593903,25/07/2010
687,nB12,17.0,23.02,,,,,,,,,,,,,,,,,clay,,-3.4741840888,53.94593903,25/07/2010
688,nB12,18.0,21.28,,,,,,,,,,,,,,,,,clay,from 18.10 m to 18.20 m - frequent shell fragments (<40mm).,-3.4741840888,53.94593903,25/07/2010
689,nB12,19.0,22.36,,,,,,,,,,,,,,,,,"clay, gravel, sand",Firm dark grey CLAY,-3.4741840888,53.94593903,25/07/2010
690,nB12,20.0,22.97,2025.14,1627.59,72.0,65.0,61.0,CU,Undisturbed,,42.0,24.0,0.1999999999999999,13624.29,,,,0.002,sand,at 20.30 m - pocket (<20mm) of reddish brown medium sand.,-3.4741840888,53.94593903,25/07/2010
691,nB12,21.0,21.82,,,,88.0,,,,,,,,,,,,,"clay, gravel, sand",Firm brown CLAY,-3.4741840888,53.94593903,25/07/2010
692,nB12,22.0,14.58,2212.03,1921.51,,108.0,88.0,UU,Remoulded,2.67,27.0,14.0,0.13,,,,,0.002,"clay, gravel, sand",,-3.4741840888,53.94593903,25/07/2010
693,nB12,23.0,14.12,2222.22,1967.38,105.0,,,,,,,,0.1099999999999999,17216.92,,,,,mud,from 23.60 m to 23.72 m - 1 No. cobble of mudstone (<130mm).,-3.4741840888,53.94593903,25/07/2010
694,nB12,23.6,19.16,2140.67,1797.49,90.0,,65.0,UU,Undisturbed,,30.0,16.0,0.16,16994.14,,,,0.002,mud,,-3.4741840888,53.94593903,25/07/2010
695,nB12,25.0,14.8,,,,,,,,,,,,,,,,,mud,Medium strong and strong 0 degrees. (MERCIA MUDSTONE - METAMORPHOSED) [UNIT VIc],-3.4741840888,53.94593903,25/07/2010
696,nB12,25.1,10.44,2212.03,1957.19,,,78.0,CU,Undisturbed,,,,0.12,,40.4,33.3,,,mud,,-3.4741840888,53.94593903,25/07/2010
697,nB12,26.0,11.18,,,,,,,,,,,,,,,,,"clay, gravel, mud, sand",Medium strong and strong ertical to 60 degrees.  Fractures are very closely and closely spaced,-3.4741840888,53.94593903,25/07/2010
698,nB12,26.6,11.92,,,,,,,,,,,,,,0.0,,,"clay, gravel, mud, sand",,-3.4741840888,53.94593903,25/07/2010
699,nB12,27.0,10.18,,,,,,,,,,,,,,,,,"clay, gravel, mud, sand",from 27.40 m to 27.45 m - extremely closely spaced gypsum veins.,-3.4741840888,53.94593903,25/07/2010
700,nB12,28.1,8.43,,,,,,,,,,,,,55.6,96.7,,,"clay, gravel, mud, sand",,-3.4741840888,53.94593903,25/07/2010
701,nB12,29.0,8.49,,,,,,,,,,,,,,,,,"clay, gravel, mud, sand",from 29.60 m to 29.95 m - some pale brown mottling (<30mm).,-3.4741840888,53.94593903,25/07/2010
702,nB12,29.6,8.55,,,,,,,,,,,,,,100.0,,,"clay, gravel, mud, sand",,-3.4741840888,53.94593903,25/07/2010
703,nB12,30.0,7.32,,,,,,,,,,,,,,,,,mud,from 30.45 m to 30.55 m - clast (<100mm x 40mm) of green stained mudstone.,-3.4741840888,53.94593903,25/07/2010
704,nB12,31.0,6.08,,,,,,,,,,,,,,,,,mud,Medium strong slightly weathered dark reddish brown META-MUDSTONE/ARGILLITE medium spaced,-3.4741840888,53.94593903,25/07/2010
705,nB12,31.1,4.85,,,,,,,,,,,,,,66.7,,,mud,,-3.4741840888,53.94593903,25/07/2010
706,nB12,32.6,5.93,,,,,,,,,,,,,50.4,97.3,,,mud,,-3.4741840888,53.94593903,25/07/2010
707,nB12,33.0,6.18,,,,,,,,,,,,,,,,,mud,at 33.60 m - pockets (<10mm x 20mm deep) infilled with gypsum.,-3.4741840888,53.94593903,25/07/2010
708,nB12,34.0,6.42,,,,,,,,,,,,,,,,,mud,from 34.70 m to 34.80 m - Mottled zone with pockets (<35mm) of greenish grey metomorphosed mudstone.,-3.4741840888,53.94593903,25/07/2010
709,nB12,34.1,6.66,,,,,,,,,,,,,,100.0,,,mud,,-3.4741840888,53.94593903,25/07/2010
710,nB12,35.0,7.88,,,,,,,,,,,,,,,,,mud,Weak and medium strong slightly to partially weathered dark reddish brown calcareous META-MUDSTONE/ARGILLITE inclined <5 to 60 degrees,-3.4741840888,53.94593903,25/07/2010
711,nB12,35.6,9.1,,,,,,,,,,,,,7.7,94.0,,,mud,,-3.4741840888,53.94593903,25/07/2010
712,nB12,36.0,9.8,,,,,,,,,,,,,,,,,mud,from 36.31 m to 36.39 m - Non intact,-3.4741840888,53.94593903,25/07/2010
713,nB12,37.0,10.51,,,,,,,,,,,,,,,,,"gravel, mud",Weak dark slightly weathered reddish brown calcareous MUDSTONE.  Fractures are widely spaced led with angular gravel sized fragments of mudstone,-3.4741840888,53.94593903,25/07/2010
714,nB12,37.1,11.21,,,,,,,,,,,,,6.2,99.3,,,"gravel, mud",,-3.4741840888,53.94593903,25/07/2010
715,nB12,38.6,15.44,,,,,,,,,,,,,0.7,94.7,,,"gravel, mud",,-3.4741840888,53.94593903,25/07/2010
716,nC07,0.0,28.46,,,,,,CD,Reconstituted,2.69,28.0,8.0,,,,,31.0,0.002,"clay, sand",Very soft greyish brown sandy CLAY,-3.4961130788,53.9751444212,23/07/2010
717,nC07,1.0,33.88,,,,,,,,,,,,,,,,,"clay, sand",,-3.4961130788,53.9751444212,23/07/2010
718,nC07,2.0,29.94,1875.64,1447.5,,,,,,,,,0.2299999999999999,,,,,,"clay, sand",Soft greyish brown sandy silty CLAY,-3.4961130788,53.9751444212,23/07/2010
719,nC07,3.0,27.72,,,,,,,,,28.0,8.0,,,,,,0.002,"clay, sand",,-3.4961130788,53.9751444212,23/07/2010
720,nC07,4.0,22.81,,,,,,,,,,,,,,,,,"clay, sand",Firm locally soft greyish brown sandy CLAY,-3.4961130788,53.9751444212,23/07/2010
721,nC07,5.0,25.12,,,,,,,,,,,,,,,,,"clay, sand",from 5.00 m to 8.00 m - rare to some shell fragments (<30mm).,-3.4961130788,53.9751444212,23/07/2010
722,nC07,6.0,19.94,,,,,,,,,,,,,,,,,"clay, sand",from 6.00 m to 6.45 m - frequent shell fragments.,-3.4961130788,53.9751444212,23/07/2010
723,nC07,7.0,21.01,,,,,,,,,,,,,,,,,sand,at 7.10 m - very thin bed (<30mm) of black very silty fine sand (with slight organic odour).,-3.4961130788,53.9751444212,23/07/2010
724,nC07,8.0,23.62,,,,,,,,,,,,,,,,,sand,,-3.4961130788,53.9751444212,23/07/2010
725,nC07,9.0,22.42,,,,,,CD,Reconstituted,2.66,,,,,,,40.0,0.002,sand,,-3.4961130788,53.9751444212,23/07/2010
726,nC07,10.0,22.16,,,,,,,,,,,,,,,,,gravel,from 10.00 m to 10.30 m - rare shells (<25mm) and rare subrounded fine gravel of microgabbro.,-3.4961130788,53.9751444212,23/07/2010
727,nC07,11.0,24.0,,,,,,,,,,,,,,,,,sand,from 11.00 m to 13.00 m - rare laminae of black fine sand.,-3.4961130788,53.9751444212,23/07/2010
728,nC07,12.0,27.03,,,,,,,,,,,,,,,,,sand,,-3.4961130788,53.9751444212,23/07/2010
729,nC07,13.0,25.29,,,,,,,,,,,,,,,,,sand,,-3.4961130788,53.9751444212,23/07/2010
730,nC07,14.0,26.14,,,,,,,,,,,,,,,,0.002,sand,below 14.00 m - brown.,-3.4961130788,53.9751444212,23/07/2010
731,nC07,15.0,25.15,,,,,,,,,,,,,,,,,sand,,-3.4961130788,53.9751444212,23/07/2010
732,nC07,16.0,24.28,,,,,,,,,,,,,,,,,sand,,-3.4961130788,53.9751444212,23/07/2010
733,nC07,17.0,24.56,,,,,,,,,,,,,,,,,sand,,-3.4961130788,53.9751444212,23/07/2010
734,nC07,18.0,24.84,,,,,,,,,,,,,,,,,sand,,-3.4961130788,53.9751444212,23/07/2010
735,nC07,19.0,23.04,,,,,,CD,Reconstituted,,,,,,,,42.0,0.002,sand,,-3.4961130788,53.9751444212,23/07/2010
736,nC07,20.0,18.59,,,,,,,,,,,,,,,,,sand,from 20.10 m to 20.25 m - dark greyish brown very silty fine sand.,-3.4961130788,53.9751444212,23/07/2010
737,nC07,21.0,18.95,,,,138.0,,,,,,,,,,,,,"clay, sand",Stiff high strength dark greyish brown silty CLAY.   (CARDIGAN BAY - UPPER TILL) [UNIT III],-3.4961130788,53.9751444212,23/07/2010
738,nC07,22.0,22.24,2069.32,1692.15,185.0,77.0,99.0,UU,Undisturbed,2.7,31.0,16.0,0.18,15491.98,,,,0.002,"clay, sand",Firm locally stiff high strength becoming medium strength with depth thickly laminated brown silty CLAY with frequent lamainae of fine sand.   (CARDIGAN BAY - UPPER TILL - LAMINATED) [UNIT I IIa],-3.4961130788,53.9751444212,23/07/2010
739,nC07,23.0,26.18,,,,43.0,,,,,,,,,,,,,"clay, sand",,-3.4961130788,53.9751444212,23/07/2010
740,nC07,24.0,30.74,1911.31,1457.7,,34.0,44.0,CU,Undisturbed,,43.0,25.0,0.24,,,,,0.002,"clay, sand",,-3.4961130788,53.9751444212,23/07/2010
741,nC07,25.0,28.24,1911.31,1478.08,50.0,38.0,34.0,UU,Undisturbed,,43.0,25.0,0.2299999999999999,16013.25,,,,0.002,"clay, gravel, sand",Firm locally soft medium strength brown slightly gravelly sandy CLAY.  Sand is fine to coarse.  Gravel is subangular and subrounded fine to coarse of mixed lithologies.   (CARDIGAN BAY - UPP ER TILL) [UNIT III],-3.4961130788,53.9751444212,23/07/2010
742,nC07,26.0,29.54,1916.41,1427.12,,53.0,34.0,UU,Undisturbed,2.69,37.0,20.0,0.26,,,,,0.002,"clay, gravel, sand",,-3.4961130788,53.9751444212,23/07/2010
743,nC07,27.0,23.86,1931.7,1549.44,,36.0,51.0,UU,Remoulded,,51.0,30.0,0.1999999999999999,,,,,0.002,"clay, gravel, sand",,-3.4961130788,53.9751444212,23/07/2010
744,nC07,28.0,14.22,2293.58,2008.15,,93.0,100.0,CU,Undisturbed,,27.0,14.0,0.12,,,,,0.002,"clay, gravel, mud, sand",Stiff high strength very dark greyish brown slightly sandy gravelly CLAY.  Sand is fine to coarse.  Gravel is subangular to subrounded fine to coarse of mixed lithologies.   (CARDIGAN BAY - UPPER TILL) [UNIT III],-3.4961130788,53.9751444212,23/07/2010
745,nC07,29.0,48.36,,,,,,,,,,,,,,,,,mud,at 29.00 m - locally grades into extrememly weak calcareous mudstone.,-3.4961130788,53.9751444212,23/07/2010
746,nC07,29.5,14.08,,,,,,,,,,,,,0.4,95.3,,,mud,,-3.4961130788,53.9751444212,23/07/2010
747,nC07,31.0,12.6,,,,,,,,,,,,,1.4,100.0,,,mud,from 31.10 m to 31.60 m - Extremely weak grey weathered siltstone.,-3.4961130788,53.9751444212,23/07/2010
748,nC07,32.5,10.16,,,,,,,,,,,,,8.3,100.0,,,mud,,-3.4961130788,53.9751444212,23/07/2010
749,nC07,34.0,13.52,,,,,,,,,,,,,,96.7,,,mud,,-3.4961130788,53.9751444212,23/07/2010
750,nC07,35.0,12.22,,,,,,,,,,,,,,,,,mud,Very weak and weak partially weathered reddish brown calcareous MUDSTONE with closely to medium spaced randomly orientated gypsum veins (<2mm thick).  Fractures are closely spaced orientated,-3.4961130788,53.9751444212,23/07/2010
751,nC07,35.5,10.92,,,,,,,,,,,,,0.8500000000000001,60.0,,,mud,,-3.4961130788,53.9751444212,23/07/2010
752,nC07,37.0,12.36,,,,,,,,,,,,,1.3,96.7,,,mud,at 37.00 m - closely to medium spaced pockets and lenses (<40mm x 10mm) of gypsum.,-3.4961130788,53.9751444212,23/07/2010
753,nC07,38.5,10.72,,,,,,,,,,,,,3.1,100.0,,,mud,,-3.4961130788,53.9751444212,23/07/2010
754,nC07,39.0,10.72,,,,,,,,,,,,,,,,,mud,from 39.5 m to 39.8 m - 2 No. very thin beds (<40mm) of very weak light greenish grey siltstone with rare pockets (<60mm x 20mm) of gypsum.,-3.4961130788,53.9751444212,23/07/2010
755,nD05,0.0,39.07,,,,,,,,,,,,,,,,,"clay, sand",Very soft becoming firm with depth dark greyish brown sandy CLAY,-3.4969518937,53.9870414927,13/07/2010
756,nD05,1.0,26.92,,,,,,CD,Reconstituted,,28.0,8.0,,,,,32.0,0.002,"clay, sand",,-3.4969518937,53.9870414927,13/07/2010
757,nD05,2.0,27.18,2003.06,1574.92,,,57.0,CU,Undisturbed,,,,0.2099999999999999,,,,,,"clay, sand",from 2.00 m to 2.40 m - soft sandy clay.,-3.4969518937,53.9870414927,13/07/2010
758,nD05,3.0,26.32,1997.96,1600.41,,,28.0,CU,Undisturbed,2.7,24.0,5.0,0.1999999999999999,,,,,0.002,"clay, sand",from 3.20 m to 4.30 m - frequent gastropod shell fragments (<35mm),-3.4969518937,53.9870414927,13/07/2010
759,nD05,4.0,18.3,,,,,,,,,,,,,,,,,"clay, sand",from 4.40 m to 21.10 m - dark greyish brown with rare shell fragments.,-3.4969518937,53.9870414927,13/07/2010
760,nD05,5.0,20.8,,,,,,,,,,,,,,,,,"clay, sand",from 5.00 m to 5.25 m -  rare shell fragments,-3.4969518937,53.9870414927,13/07/2010
761,nD05,6.0,22.27,,,,,,CD,Reconstituted,,,,,,,,40.5,0.002,"clay, sand",,-3.4969518937,53.9870414927,13/07/2010
762,nD05,7.0,19.78,,,,,,,,,,,,,,,,,"clay, sand",at 7.15 m - 1 No. lamina of dark grey clayey fine sand.,-3.4969518937,53.9870414927,13/07/2010
763,nD05,8.0,22.71,,,,,,,,,,,,,,,,,sand,from 8.00 m to 12.00 m - closely spaced lenses of black organic rich sand.,-3.4969518937,53.9870414927,13/07/2010
764,nD05,9.0,23.69,,,,,,,,,,,,,,,,,"clay, sand",at 9.30 m - 1 No. thick lamina of brown clayey fine sand.,-3.4969518937,53.9870414927,13/07/2010
765,nD05,10.0,23.25,,,,,,,,,,,,,,,,,"clay, sand",,-3.4969518937,53.9870414927,13/07/2010
766,nD05,11.0,22.56,,,,,,,,,,,,,,,,,"clay, sand",,-3.4969518937,53.9870414927,13/07/2010
767,nD05,12.0,20.14,,,,,,,,,,,,,,,,0.002,"clay, sand",,-3.4969518937,53.9870414927,13/07/2010
768,nD05,13.0,21.42,,,,,,,,,,,,,,,,,"clay, sand",at 13.25 m - 1 No. lamina of black silt/fine sand.,-3.4969518937,53.9870414927,13/07/2010
769,nD05,14.0,22.72,,,,,,,,,,,,,,,,,"clay, sand",from 14.00 m to 14.05 m - firm dark greyish brown slightly sandy clay,-3.4969518937,53.9870414927,13/07/2010
770,nD05,15.0,23.76,,,,,,,,,,,,,,,,,"clay, sand",,-3.4969518937,53.9870414927,13/07/2010
771,nD05,16.0,24.01,,,,,,,,,,,,,,,,,"clay, sand",,-3.4969518937,53.9870414927,13/07/2010
772,nD05,17.0,22.33,,,,,,,,,,,,,,,,,"clay, sand",,-3.4969518937,53.9870414927,13/07/2010
773,nD05,18.0,24.01,,,,,,CD,Reconstituted,,,,,,,,39.5,0.002,"clay, sand",,-3.4969518937,53.9870414927,13/07/2010
774,nD05,19.0,23.85,,,,,,,,,,,,,,,,,"clay, sand",,-3.4969518937,53.9870414927,13/07/2010
775,nD05,20.0,24.75,,,,,,,,,,,,,,,,,"clay, sand",,-3.4969518937,53.9870414927,13/07/2010
776,nD05,21.0,19.56,,,,,,,,,,,,,,,,,"gravel, sand",Firm e of grey fine sand and rare fine gravel. (CARDIGAN BAY -  UPPER TILL - LAMINATED),-3.4969518937,53.9870414927,13/07/2010
777,nD05,22.0,20.59,2117.74,1781.35,152.0,121.0,113.0,CU,Undisturbed,2.7,33.0,17.0,0.16,15790.52,,,,0.002,"gravel, sand",from 22.00 m to 24.00 m - stiff.,-3.4969518937,53.9870414927,13/07/2010
778,nD05,23.0,22.56,2018.35,1641.18,,71.0,80.0,UU,Undisturbed,,33.0,17.0,0.1899999999999999,,,,,0.002,"gravel, sand",,-3.4969518937,53.9870414927,13/07/2010
779,nD05,24.0,16.71,2161.06,1916.41,,80.0,48.0,UU,Remoulded,,29.0,15.0,0.1099999999999999,,,,,0.002,"gravel, sand",,-3.4969518937,53.9870414927,13/07/2010
780,nD05,25.0,16.12,2217.13,1906.22,92.0,84.0,153.0,CU,Undisturbed,,,,0.14,18633.71,,,,,"clay, sand",from 25.05 m to 25.65 m - sandy clay.  Sand is mainly fine.,-3.4969518937,53.9870414927,13/07/2010
781,nD05,26.0,17.96,2069.32,1763.51,,54.0,46.0,UU,Remoulded,,,,0.15,,,,,,"gravel, sand",Firm medium stregth becoming stiff to very stiff with depth reddish brown slightly gravelly sandy SILT.  Sand is fine to coarse nd rare sandstone. (CARDIGAN BAY - UPPER TILL) [UNIT III],-3.4969518937,53.9870414927,13/07/2010
782,nD05,27.0,14.08,,,,440.0,,,,,,,,,,,,,"clay, gravel, mud, sand",Weak locally extremely weak ely weak to weak mudstone.  Fractures  are medium spaced,-3.4969518937,53.9870414927,13/07/2010
783,nD05,28.0,15.47,,,,,,,,,35.0,10.0,,,,95.0,,0.002,"clay, gravel, mud, sand",,-3.4969518937,53.9870414927,13/07/2010
784,nD05,29.0,9.35,,,,,,,,2.73,,,,,,100.0,,,clay,from 29.25 m to 29.80 m - extremely weak locally decomposed to stiff clay,-3.4969518937,53.9870414927,13/07/2010
785,nD05,30.0,8.97,,,,,,,,,,,,,,40.0,,,mud,from 30.10 m to 30.70 m - extremely weak moderately weathered dark reddish brown mudstone e.,-3.4969518937,53.9870414927,13/07/2010
786,nD05,31.0,8.27,,,,,,,,,,,,,,,,,mud,from 31.50 m to 32.05 m - fracture inclined 65 - 80 degrees,-3.4969518937,53.9870414927,13/07/2010
